STATENAME,URL,WEBSITE,ACTIVITY LEVEL,ACTIVITY LEVEL LABEL,WEEKEND,WEEK,SEASON
Hawaii,http://health.hawaii.gov/docd/resources/reports/influenza-reports/,"Hawaii's Influenza Surveillance Program""""",Level 01,Minimal,Dec-01-2018,48,2018-19
Hawaii,http://health.hawaii.gov/docd/resources/reports/influenza-reports/,"Hawaii's Influenza Surveillance Program""""",Level 01,Minimal,Dec-08-2018,49,2018-19
Hawaii,http://health.hawaii.gov/docd/resources/reports/influenza-reports/,"Hawaii's Influenza Surveillance Program""""",Level 01,Minimal,Dec-15-2018,50,2018-19
Hawaii,http://health.hawaii.gov/docd/resources/reports/influenza-reports/,"Hawaii's Influenza Surveillance Program""""",Level 01,Minimal,Dec-22-2018,51,2018-19
Hawaii,http://health.hawaii.gov/docd/resources/reports/influenza-reports/,"Hawaii's Influenza Surveillance Program""""",Level 01,Minimal,Dec-29-2018,52,2018-19
Hawaii,http://health.hawaii.gov/docd/resources/reports/influenza-reports/,"Hawaii's Influenza Surveillance Program""""",Level 02,Minimal,Jan-05-2019,1,2018-19
Hawaii,http://health.hawaii.gov/docd/resources/reports/influenza-reports/,"Hawaii's Influenza Surveillance Program""""",Level 02,Minimal,Jan-19-2019,3,2018-19
Hawaii,http://health.hawaii.gov/docd/resources/reports/influenza-reports/,"Hawaii's Influenza Surveillance Program""""",Level 04,Low,Jan-12-2019,2,2018-19
Hawaii,http://health.hawaii.gov/docd/resources/reports/influenza-reports/,"""Hawaii's Influenza Surveillance Program""",Level 06,Moderate,Jan-26-2019,4,2018-19
Idaho,http://flu.idaho.gov,"Influenza""""",Level 01,Minimal,Oct-06-2018,40,2018-19
Idaho,http://flu.idaho.gov,"Influenza""""",Level 01,Minimal,Oct-13-2018,41,2018-19
Idaho,http://flu.idaho.gov,"Influenza""""",Level 01,Minimal,Oct-20-2018,42,2018-19
Idaho,http://flu.idaho.gov,"Influenza""""",Level 01,Minimal,Oct-27-2018,43,2018-19
Idaho,http://flu.idaho.gov,"Influenza""""",Level 01,Minimal,Nov-03-2018,44,2018-19
Idaho,http://flu.idaho.gov,"Influenza""""",Level 01,Minimal,Nov-10-2018,45,2018-19
Idaho,http://flu.idaho.gov,"Influenza""""",Level 01,Minimal,Nov-24-2018,47,2018-19
Idaho,http://flu.idaho.gov,"Influenza""""",Level 01,Minimal,Dec-01-2018,48,2018-19
Idaho,http://flu.idaho.gov,"Influenza""""",Level 01,Minimal,Dec-08-2018,49,2018-19
Idaho,http://flu.idaho.gov,"Influenza""""",Level 01,Minimal,Dec-15-2018,50,2018-19
Idaho,http://flu.idaho.gov,"Influenza""""",Level 01,Minimal,Dec-22-2018,51,2018-19
Idaho,http://flu.idaho.gov,"Influenza""""",Level 02,Minimal,Nov-17-2018,46,2018-19
Idaho,http://flu.idaho.gov,"Influenza""""",Level 02,Minimal,Jan-05-2019,1,2018-19
Idaho,http://flu.idaho.gov,"Influenza""""",Level 03,Minimal,Dec-29-2018,52,2018-19
Idaho,http://flu.idaho.gov,"Influenza""""",Level 03,Minimal,Jan-12-2019,2,2018-19
Idaho,http://flu.idaho.gov,"Influenza""""",Level 04,Low,Jan-19-2019,3,2018-19
Idaho,http://flu.idaho.gov,"""Influenza""",Level 05,Low,Jan-26-2019,4,2018-19
Illinois,http://dph.illinois.gov/topics-services/diseases-and-conditions/influenza/surveillance,"Seasonal Influenza Surveillance Reports""""",Level 01,Minimal,Oct-06-2018,40,2018-19
Illinois,http://dph.illinois.gov/topics-services/diseases-and-conditions/influenza/surveillance,"Seasonal Influenza Surveillance Reports""""",Level 01,Minimal,Oct-13-2018,41,2018-19
Illinois,http://dph.illinois.gov/topics-services/diseases-and-conditions/influenza/surveillance,"Seasonal Influenza Surveillance Reports""""",Level 01,Minimal,Oct-20-2018,42,2018-19
Illinois,http://dph.illinois.gov/topics-services/diseases-and-conditions/influenza/surveillance,"Seasonal Influenza Surveillance Reports""""",Level 01,Minimal,Oct-27-2018,43,2018-19
Illinois,http://dph.illinois.gov/topics-services/diseases-and-conditions/influenza/surveillance,"Seasonal Influenza Surveillance Reports""""",Level 01,Minimal,Nov-03-2018,44,2018-19
Illinois,http://dph.illinois.gov/topics-services/diseases-and-conditions/influenza/surveillance,"Seasonal Influenza Surveillance Reports""""",Level 01,Minimal,Nov-10-2018,45,2018-19
Illinois,http://dph.illinois.gov/topics-services/diseases-and-conditions/influenza/surveillance,"Seasonal Influenza Surveillance Reports""""",Level 02,Minimal,Nov-17-2018,46,2018-19
Illinois,http://dph.illinois.gov/topics-services/diseases-and-conditions/influenza/surveillance,"Seasonal Influenza Surveillance Reports""""",Level 02,Minimal,Nov-24-2018,47,2018-19
Illinois,http://dph.illinois.gov/topics-services/diseases-and-conditions/influenza/surveillance,"Seasonal Influenza Surveillance Reports""""",Level 02,Minimal,Dec-01-2018,48,2018-19
Illinois,http://dph.illinois.gov/topics-services/diseases-and-conditions/influenza/surveillance,"Seasonal Influenza Surveillance Reports""""",Level 02,Minimal,Dec-08-2018,49,2018-19
Illinois,http://dph.illinois.gov/topics-services/diseases-and-conditions/influenza/surveillance,"Seasonal Influenza Surveillance Reports""""",Level 02,Minimal,Dec-15-2018,50,2018-19
Illinois,http://dph.illinois.gov/topics-services/diseases-and-conditions/influenza/surveillance,"Seasonal Influenza Surveillance Reports""""",Level 04,Low,Dec-22-2018,51,2018-19
Illinois,http://dph.illinois.gov/topics-services/diseases-and-conditions/influenza/surveillance,"Seasonal Influenza Surveillance Reports""""",Level 04,Low,Jan-12-2019,2,2018-19
Illinois,http://dph.illinois.gov/topics-services/diseases-and-conditions/influenza/surveillance,"Seasonal Influenza Surveillance Reports""""",Level 04,Low,Jan-19-2019,3,2018-19
Illinois,http://dph.illinois.gov/topics-services/diseases-and-conditions/influenza/surveillance,"""Seasonal Influenza Surveillance Reports""",Level 04,Low,Jan-26-2019,4,2018-19
Illinois,http://dph.illinois.gov/topics-services/diseases-and-conditions/influenza/surveillance,"Seasonal Influenza Surveillance Reports""""",Level 06,Moderate,Jan-05-2019,1,2018-19
Illinois,http://dph.illinois.gov/topics-services/diseases-and-conditions/influenza/surveillance,"Seasonal Influenza Surveillance Reports""""",Level 07,Moderate,Dec-29-2018,52,2018-19
Indiana,http://www.in.gov/isdh/22104.htm,"Influenza in Indiana""""",Level 01,Minimal,Oct-06-2018,40,2018-19
Indiana,http://www.in.gov/isdh/22104.htm,"Influenza in Indiana""""",Level 01,Minimal,Oct-13-2018,41,2018-19
Indiana,http://www.in.gov/isdh/22104.htm,"Influenza in Indiana""""",Level 01,Minimal,Oct-20-2018,42,2018-19
Indiana,http://www.in.gov/isdh/22104.htm,"Influenza in Indiana""""",Level 01,Minimal,Oct-27-2018,43,2018-19
Indiana,http://www.in.gov/isdh/22104.htm,"Influenza in Indiana""""",Level 01,Minimal,Nov-03-2018,44,2018-19
Indiana,http://www.in.gov/isdh/22104.htm,"Influenza in Indiana""""",Level 01,Minimal,Nov-10-2018,45,2018-19
Indiana,http://www.in.gov/isdh/22104.htm,"Influenza in Indiana""""",Level 01,Minimal,Nov-17-2018,46,2018-19
Indiana,http://www.in.gov/isdh/22104.htm,"Influenza in Indiana""""",Level 02,Minimal,Nov-24-2018,47,2018-19
Indiana,http://www.in.gov/isdh/22104.htm,"Influenza in Indiana""""",Level 02,Minimal,Dec-01-2018,48,2018-19
Indiana,http://www.in.gov/isdh/22104.htm,"Influenza in Indiana""""",Level 02,Minimal,Dec-08-2018,49,2018-19
Indiana,http://www.in.gov/isdh/22104.htm,"Influenza in Indiana""""",Level 03,Minimal,Dec-15-2018,50,2018-19
Indiana,http://www.in.gov/isdh/22104.htm,"Influenza in Indiana""""",Level 06,Moderate,Jan-12-2019,2,2018-19
Indiana,http://www.in.gov/isdh/22104.htm,"Influenza in Indiana""""",Level 07,Moderate,Dec-22-2018,51,2018-19
Indiana,http://www.in.gov/isdh/22104.htm,"Influenza in Indiana""""",Level 07,Moderate,Jan-05-2019,1,2018-19
Indiana,http://www.in.gov/isdh/22104.htm,"""Influenza in Indiana""",Level 07,Moderate,Jan-26-2019,4,2018-19
Indiana,http://www.in.gov/isdh/22104.htm,"Influenza in Indiana""""",Level 09,High,Dec-29-2018,52,2018-19
Indiana,http://www.in.gov/isdh/22104.htm,"Influenza in Indiana""""",Level 09,High,Jan-19-2019,3,2018-19
Iowa,http://idph.iowa.gov/influenza/surveillance,"Iowa Influenza Surveillance Network""""",Level 01,Minimal,Oct-06-2018,40,2018-19
Iowa,http://idph.iowa.gov/influenza/surveillance,"Iowa Influenza Surveillance Network""""",Level 01,Minimal,Oct-13-2018,41,2018-19
Iowa,http://idph.iowa.gov/influenza/surveillance,"Iowa Influenza Surveillance Network""""",Level 01,Minimal,Oct-20-2018,42,2018-19
Iowa,http://idph.iowa.gov/influenza/surveillance,"Iowa Influenza Surveillance Network""""",Level 01,Minimal,Oct-27-2018,43,2018-19
Iowa,http://idph.iowa.gov/influenza/surveillance,"Iowa Influenza Surveillance Network""""",Level 01,Minimal,Nov-03-2018,44,2018-19
Iowa,http://idph.iowa.gov/influenza/surveillance,"Iowa Influenza Surveillance Network""""",Level 01,Minimal,Nov-10-2018,45,2018-19
Iowa,http://idph.iowa.gov/influenza/surveillance,"Iowa Influenza Surveillance Network""""",Level 01,Minimal,Nov-17-2018,46,2018-19
Iowa,http://idph.iowa.gov/influenza/surveillance,"Iowa Influenza Surveillance Network""""",Level 01,Minimal,Nov-24-2018,47,2018-19
Iowa,http://idph.iowa.gov/influenza/surveillance,"Iowa Influenza Surveillance Network""""",Level 01,Minimal,Dec-01-2018,48,2018-19
Iowa,http://idph.iowa.gov/influenza/surveillance,"Iowa Influenza Surveillance Network""""",Level 01,Minimal,Dec-08-2018,49,2018-19
Iowa,http://idph.iowa.gov/influenza/surveillance,"Iowa Influenza Surveillance Network""""",Level 01,Minimal,Dec-15-2018,50,2018-19
Iowa,http://idph.iowa.gov/influenza/surveillance,"Iowa Influenza Surveillance Network""""",Level 01,Minimal,Dec-22-2018,51,2018-19
Iowa,http://idph.iowa.gov/influenza/surveillance,"Iowa Influenza Surveillance Network""""",Level 02,Minimal,Jan-12-2019,2,2018-19
Iowa,http://idph.iowa.gov/influenza/surveillance,"Iowa Influenza Surveillance Network""""",Level 03,Minimal,Jan-05-2019,1,2018-19
Iowa,http://idph.iowa.gov/influenza/surveillance,"Iowa Influenza Surveillance Network""""",Level 04,Low,Dec-29-2018,52,2018-19
Iowa,http://idph.iowa.gov/influenza/surveillance,"Iowa Influenza Surveillance Network""""",Level 04,Low,Jan-19-2019,3,2018-19
Iowa,http://idph.iowa.gov/influenza/surveillance,"""Iowa Influenza Surveillance Network""",Level 04,Low,Jan-26-2019,4,2018-19
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information""""",Level 01,Minimal,Oct-06-2018,40,2018-19
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information""""",Level 01,Minimal,Oct-13-2018,41,2018-19
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information""""",Level 01,Minimal,Oct-20-2018,42,2018-19
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information""""",Level 01,Minimal,Oct-27-2018,43,2018-19
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information""""",Level 01,Minimal,Nov-03-2018,44,2018-19
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information""""",Level 01,Minimal,Nov-10-2018,45,2018-19
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information""""",Level 01,Minimal,Dec-08-2018,49,2018-19
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information""""",Level 02,Minimal,Nov-17-2018,46,2018-19
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information""""",Level 02,Minimal,Nov-24-2018,47,2018-19
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information""""",Level 02,Minimal,Dec-01-2018,48,2018-19
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information""""",Level 03,Minimal,Dec-15-2018,50,2018-19
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information""""",Level 03,Minimal,Dec-22-2018,51,2018-19
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information""""",Level 06,Moderate,Jan-05-2019,1,2018-19
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information""""",Level 06,Moderate,Jan-12-2019,2,2018-19
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information""""",Level 07,Moderate,Dec-29-2018,52,2018-19
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"""Influenza Information""",Level 07,Moderate,Jan-26-2019,4,2018-19
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information""""",Level 08,High,Jan-19-2019,3,2018-19
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,"Influenza - Flu""""",Level 01,Minimal,Oct-06-2018,40,2018-19
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,"Influenza - Flu""""",Level 01,Minimal,Oct-13-2018,41,2018-19
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,"Influenza - Flu""""",Level 01,Minimal,Oct-20-2018,42,2018-19
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,"Influenza - Flu""""",Level 01,Minimal,Oct-27-2018,43,2018-19
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,"Influenza - Flu""""",Level 01,Minimal,Nov-03-2018,44,2018-19
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,"Influenza - Flu""""",Level 01,Minimal,Nov-10-2018,45,2018-19
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,"Influenza - Flu""""",Level 10,High,Dec-29-2018,52,2018-19
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,"Influenza - Flu""""",Level 10,High,Jan-12-2019,2,2018-19
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,"Influenza - Flu""""",Level 10,High,Jan-19-2019,3,2018-19
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,"""Influenza - Flu""",Level 10,High,Jan-26-2019,4,2018-19
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,"Influenza - Flu""""",Level 02,Minimal,Dec-01-2018,48,2018-19
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,"Influenza - Flu""""",Level 03,Minimal,Nov-17-2018,46,2018-19
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,"Influenza - Flu""""",Level 03,Minimal,Nov-24-2018,47,2018-19
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,"Influenza - Flu""""",Level 04,Low,Dec-08-2018,49,2018-19
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,"Influenza - Flu""""",Level 06,Moderate,Dec-15-2018,50,2018-19
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,"Influenza - Flu""""",Level 08,High,Dec-22-2018,51,2018-19
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,"Influenza - Flu""""",Level 08,High,Jan-05-2019,1,2018-19
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza""""",Level 10,High,Nov-24-2018,47,2018-19
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza""""",Level 10,High,Dec-29-2018,52,2018-19
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"""Influenza""",Level 10,High,Jan-26-2019,4,2018-19
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza""""",Level 03,Minimal,Oct-06-2018,40,2018-19
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza""""",Level 03,Minimal,Oct-13-2018,41,2018-19
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza""""",Level 04,Low,Oct-20-2018,42,2018-19
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza""""",Level 05,Low,Oct-27-2018,43,2018-19
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza""""",Level 05,Low,Nov-03-2018,44,2018-19
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza""""",Level 06,Moderate,Nov-10-2018,45,2018-19
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza""""",Level 07,Moderate,Dec-08-2018,49,2018-19
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza""""",Level 07,Moderate,Dec-15-2018,50,2018-19
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza""""",Level 07,Moderate,Jan-12-2019,2,2018-19
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza""""",Level 08,High,Nov-17-2018,46,2018-19
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza""""",Level 08,High,Dec-22-2018,51,2018-19
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza""""",Level 08,High,Jan-19-2019,3,2018-19
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza""""",Level 09,High,Dec-01-2018,48,2018-19
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza""""",Level 09,High,Jan-05-2019,1,2018-19
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,"Weekly Surveillance Updates""""",Level 01,Minimal,Oct-06-2018,40,2018-19
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,"Weekly Surveillance Updates""""",Level 01,Minimal,Oct-13-2018,41,2018-19
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,"Weekly Surveillance Updates""""",Level 01,Minimal,Oct-20-2018,42,2018-19
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,"Weekly Surveillance Updates""""",Level 01,Minimal,Nov-03-2018,44,2018-19
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,"Weekly Surveillance Updates""""",Level 01,Minimal,Nov-10-2018,45,2018-19
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,"Weekly Surveillance Updates""""",Level 01,Minimal,Nov-17-2018,46,2018-19
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,"Weekly Surveillance Updates""""",Level 01,Minimal,Nov-24-2018,47,2018-19
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,"Weekly Surveillance Updates""""",Level 01,Minimal,Dec-01-2018,48,2018-19
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,"Weekly Surveillance Updates""""",Level 01,Minimal,Dec-08-2018,49,2018-19
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,"Weekly Surveillance Updates""""",Level 01,Minimal,Dec-15-2018,50,2018-19
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,"Weekly Surveillance Updates""""",Level 01,Minimal,Dec-22-2018,51,2018-19
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,"Weekly Surveillance Updates""""",Level 02,Minimal,Oct-27-2018,43,2018-19
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,"Weekly Surveillance Updates""""",Level 02,Minimal,Dec-29-2018,52,2018-19
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,"Weekly Surveillance Updates""""",Level 03,Minimal,Jan-05-2019,1,2018-19
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,"Weekly Surveillance Updates""""",Level 03,Minimal,Jan-12-2019,2,2018-19
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,"Weekly Surveillance Updates""""",Level 03,Minimal,Jan-19-2019,3,2018-19
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,"""Weekly Surveillance Updates""",Level 05,Low,Jan-26-2019,4,2018-19
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,"Influenza Surveillance""""",Level 01,Minimal,Oct-06-2018,40,2018-19
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,"Influenza Surveillance""""",Level 01,Minimal,Oct-13-2018,41,2018-19
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,"Influenza Surveillance""""",Level 01,Minimal,Oct-20-2018,42,2018-19
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,"Influenza Surveillance""""",Level 01,Minimal,Oct-27-2018,43,2018-19
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,"Influenza Surveillance""""",Level 01,Minimal,Nov-10-2018,45,2018-19
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,"Influenza Surveillance""""",Level 01,Minimal,Nov-17-2018,46,2018-19
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,"Influenza Surveillance""""",Level 01,Minimal,Nov-24-2018,47,2018-19
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,"Influenza Surveillance""""",Level 01,Minimal,Dec-01-2018,48,2018-19
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,"Influenza Surveillance""""",Level 01,Minimal,Dec-08-2018,49,2018-19
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,"Influenza Surveillance""""",Level 01,Minimal,Dec-15-2018,50,2018-19
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,"Influenza Surveillance""""",Level 02,Minimal,Nov-03-2018,44,2018-19
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,"Influenza Surveillance""""",Level 03,Minimal,Dec-22-2018,51,2018-19
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,"Influenza Surveillance""""",Level 04,Low,Dec-29-2018,52,2018-19
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,"Influenza Surveillance""""",Level 04,Low,Jan-12-2019,2,2018-19
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,"Influenza Surveillance""""",Level 07,Moderate,Jan-05-2019,1,2018-19
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,"""Influenza Surveillance""",Level 07,Moderate,Jan-26-2019,4,2018-19
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,"Influenza Surveillance""""",Level 09,High,Jan-19-2019,3,2018-19
Massachusetts,http://blog.mass.gov/publichealth/category/flu-facts/,"Influenza Surveillance Data""""",Level 01,Minimal,Oct-06-2018,40,2018-19
Massachusetts,http://blog.mass.gov/publichealth/category/flu-facts/,"Influenza Surveillance Data""""",Level 01,Minimal,Oct-13-2018,41,2018-19
Massachusetts,http://blog.mass.gov/publichealth/category/flu-facts/,"Influenza Surveillance Data""""",Level 01,Minimal,Oct-27-2018,43,2018-19
Massachusetts,http://blog.mass.gov/publichealth/category/flu-facts/,"Influenza Surveillance Data""""",Level 01,Minimal,Nov-03-2018,44,2018-19
Massachusetts,http://blog.mass.gov/publichealth/category/flu-facts/,"Influenza Surveillance Data""""",Level 01,Minimal,Nov-10-2018,45,2018-19
Massachusetts,http://blog.mass.gov/publichealth/category/flu-facts/,"Influenza Surveillance Data""""",Level 01,Minimal,Nov-17-2018,46,2018-19
Massachusetts,http://blog.mass.gov/publichealth/category/flu-facts/,"Influenza Surveillance Data""""",Level 02,Minimal,Oct-20-2018,42,2018-19
Massachusetts,http://blog.mass.gov/publichealth/category/flu-facts/,"Influenza Surveillance Data""""",Level 02,Minimal,Dec-01-2018,48,2018-19
Massachusetts,http://blog.mass.gov/publichealth/category/flu-facts/,"Influenza Surveillance Data""""",Level 02,Minimal,Dec-08-2018,49,2018-19
Massachusetts,http://blog.mass.gov/publichealth/category/flu-facts/,"Influenza Surveillance Data""""",Level 03,Minimal,Nov-24-2018,47,2018-19
Massachusetts,http://blog.mass.gov/publichealth/category/flu-facts/,"Influenza Surveillance Data""""",Level 03,Minimal,Dec-15-2018,50,2018-19
Massachusetts,http://blog.mass.gov/publichealth/category/flu-facts/,"Influenza Surveillance Data""""",Level 05,Low,Dec-22-2018,51,2018-19
Massachusetts,http://blog.mass.gov/publichealth/category/flu-facts/,"Influenza Surveillance Data""""",Level 06,Moderate,Jan-12-2019,2,2018-19
Massachusetts,http://blog.mass.gov/publichealth/category/flu-facts/,"Influenza Surveillance Data""""",Level 07,Moderate,Jan-05-2019,1,2018-19
Massachusetts,http://blog.mass.gov/publichealth/category/flu-facts/,"Influenza Surveillance Data""""",Level 07,Moderate,Jan-19-2019,3,2018-19
Massachusetts,http://blog.mass.gov/publichealth/category/flu-facts/,"Influenza Surveillance Data""""",Level 08,High,Dec-29-2018,52,2018-19
Massachusetts,http://blog.mass.gov/publichealth/category/flu-facts/,"""Influenza Surveillance Data""",Level 08,High,Jan-26-2019,4,2018-19
Michigan,http://www.michigan.gov/mdch/0%252c1607%252c7-132-2940_2955_22779_40563_48357-191722--%252c00.html,"Influenza Activity and Surveillance""""",Level 01,Minimal,Oct-06-2018,40,2018-19
Michigan,http://www.michigan.gov/mdch/0%252c1607%252c7-132-2940_2955_22779_40563_48357-191722--%252c00.html,"Influenza Activity and Surveillance""""",Level 01,Minimal,Oct-13-2018,41,2018-19
Michigan,http://www.michigan.gov/mdch/0%252c1607%252c7-132-2940_2955_22779_40563_48357-191722--%252c00.html,"Influenza Activity and Surveillance""""",Level 01,Minimal,Oct-20-2018,42,2018-19
Michigan,http://www.michigan.gov/mdch/0%252c1607%252c7-132-2940_2955_22779_40563_48357-191722--%252c00.html,"Influenza Activity and Surveillance""""",Level 01,Minimal,Oct-27-2018,43,2018-19
Michigan,http://www.michigan.gov/mdch/0%252c1607%252c7-132-2940_2955_22779_40563_48357-191722--%252c00.html,"Influenza Activity and Surveillance""""",Level 01,Minimal,Nov-03-2018,44,2018-19
Michigan,http://www.michigan.gov/mdch/0%252c1607%252c7-132-2940_2955_22779_40563_48357-191722--%252c00.html,"Influenza Activity and Surveillance""""",Level 01,Minimal,Nov-10-2018,45,2018-19
Michigan,http://www.michigan.gov/mdch/0%252c1607%252c7-132-2940_2955_22779_40563_48357-191722--%252c00.html,"Influenza Activity and Surveillance""""",Level 01,Minimal,Nov-17-2018,46,2018-19
Michigan,http://www.michigan.gov/mdch/0%252c1607%252c7-132-2940_2955_22779_40563_48357-191722--%252c00.html,"Influenza Activity and Surveillance""""",Level 01,Minimal,Dec-01-2018,48,2018-19
Michigan,http://www.michigan.gov/mdch/0%252c1607%252c7-132-2940_2955_22779_40563_48357-191722--%252c00.html,"Influenza Activity and Surveillance""""",Level 01,Minimal,Dec-08-2018,49,2018-19
Michigan,http://www.michigan.gov/mdch/0%252c1607%252c7-132-2940_2955_22779_40563_48357-191722--%252c00.html,"Influenza Activity and Surveillance""""",Level 02,Minimal,Nov-24-2018,47,2018-19
Michigan,http://www.michigan.gov/mdch/0%252c1607%252c7-132-2940_2955_22779_40563_48357-191722--%252c00.html,"Influenza Activity and Surveillance""""",Level 02,Minimal,Dec-15-2018,50,2018-19
