"","user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url","lat","lng","state"
"16220",29342640,1100810276360700032,1551288596,"Laelaps","Thanks for all the birthday wishes, friends. I definitely need to talk to management about moving it out of cold and flu season, but it was still a pretty good day all the same. 🍰","Twitter for iPhone",179,1.10058e+18,29342640,"Laelaps",FALSE,FALSE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/bd7c511e9f8bc5da.json","Salt Lake City","Salt Lake City, UT","city","United States","US","c(NA, NA)","c(NA, NA)","c(-112.0383105, -111.795741, -111.795741, -112.0383105, 40.6998952, 40.6998952, 40.8317151, 40.8317151)","https://twitter.com/Laelaps/status/1100810276360708096","Riley 🔜 Skeleton Keys! 💀","Where the fossils are.","Distant cousin of T. rex. Author of My Beloved Brontosaurus, Written in Stone, & Skeleton Keys! Blogs @sciam. Furry self: @RileyBlackCat","https://t.co/dlkhwbgS17",FALSE,25111,4826,1188,54475,8862,1239065198,TRUE,"https://t.co/dlkhwbgS17","http://patreon.com/laelaps","en","https://pbs.twimg.com/profile_banners/29342640/1550610711","http://abs.twimg.com/images/themes/theme8/bg.gif","http://pbs.twimg.com/profile_images/808347036579811328/cy4jaooH_normal.jpg",40.76580515,-111.9170258,"Utah"
"16225",66473239,1100809432336860032,1551288395,"ithinkitsjenny","Mason just told me that it sounds like I have pneumonia. So if anyone was wondering...that’s what I’ll be thinking about for the next 2-7 hours while I stare at the ceiling","Twitter for iPhone",172,NA,NA,NA,FALSE,FALSE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/f54a2170ff4b15f7.json","Illinois","Illinois, USA","admin","United States","US","c(NA, NA)","c(NA, NA)","c(-91.51308, -87.019935, -87.019935, -91.51308, 36.970298, 36.970298, 42.508303, 42.508303)","https://twitter.com/ithinkitsjenny/status/1100809432336863232","jenny","Peoria, Illinois.","I love cats and hate everything else.",NA,FALSE,229,407,1,10265,15071,1250540498,FALSE,NA,NA,"en","https://pbs.twimg.com/profile_banners/66473239/1486585581","http://abs.twimg.com/images/themes/theme13/bg.gif","http://pbs.twimg.com/profile_images/1082982085713903617/G8o3l0dt_normal.jpg",39.7393005,-89.2665075,"Illinois"
"16226",1889048130,1100809415865840000,1551288391,"oconnor_gmail","My 4yr old is home sick with the flu. Hes stuck to me like glue so trying to explain the #CohenHearing in terms of good guys and bad guys! 
""Is there a Series 2 to this Mama??!"" 🤣😂
I hope not Buddy... one Season is more than enough!!","Twitter for Android",233,NA,NA,NA,FALSE,FALSE,3,0,"CohenHearing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/38d5974e82ed1a6c.json","Ottawa","Ottawa, Ontario","city","Canada","CA","c(NA, NA)","c(NA, NA)","c(-76.353876, -75.246407, -75.246407, -76.353876, 44.961937, 44.961937, 45.5356446, 45.5356446)","https://twitter.com/oconnor_gmail/status/1100809415865847808","❄️Meghan O'Connor I AM THE CHANGE","Halfway there ","🇨🇦Proud Mom to Abby & Dylan:) Foul mouthed liberal with bleeding heart. Love will beat hate every time. #Resist #FBR #fucktrump #makechesterproud",NA,FALSE,3535,4987,3,20108,57018,1379743595,FALSE,NA,NA,"en","https://pbs.twimg.com/profile_banners/1889048130/1511263903","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/920139262162546689/Eq3juWRP_normal.jpg",45.2487908,-75.8001415,"Ontario"
"16242",1095875909796720000,1100808309798589952,1551288127,"BrianJBaker7","#Flu  I think I’m coming down with the 😷 flu I run my body down because I don’t Sleep and I can’t my #anxiety is out of control","Twitter for iPhone",127,NA,NA,NA,FALSE,FALSE,1,0,"c(""Flu"", ""anxiety"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/459a2284d088a7dd.json","Wooster","Wooster, OH","city","United States","US","c(NA, NA)","c(NA, NA)","c(-81.990959, -81.877989, -81.877989, -81.990959, 40.758969, 40.758969, 40.872411, 40.872411)","https://twitter.com/BrianJBaker7/status/1100808309798592513","Brian Baker","Ohio","I love my Patriots Red Soxs Bruins Because Why they r from Boston Baby. #I am Spartacus and I’m the Man and the Legend",NA,FALSE,97,693,0,121,1,1550112152,FALSE,NA,NA,"en",NA,NA,"http://pbs.twimg.com/profile_images/1095876177259126785/OBb0gM1f_normal.jpg",40.81569,-81.934474,"Ohio"
"16260",27866898,1100806448395810048,1551287683,"noelspirithands","The flu sucks but I’m on the mend. Keeping my germs to myself. #safetyfirst #flusucks #washyourhands @ Cedar Lake, Columbia https://t.co/UBgrQNpsUR","Instagram",147,NA,NA,NA,FALSE,FALSE,0,0,"c(""safetyfirst"", ""flusucks"", ""washyourhands"")",NA,"instagram.com/p/BuZKrTQnz5_/…","https://t.co/UBgrQNpsUR","https://www.instagram.com/p/BuZKrTQnz5_/?utm_source=ig_twitter_share&igshid=1nb8dd3yixywu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/2526edd24c06e60c.json","Missouri","Missouri, USA","admin","United States","US","c(38.90098104, -92.35318151)","c(-92.35318151, 38.90098104)","c(-95.774704, -89.098843, -89.098843, -95.774704, 35.995476, 35.995476, 40.613641, 40.613641)","https://twitter.com/noelspirithands/status/1100806448395812867","Jackie Noel","Columbia, MO","I'm a strong woman, wife, mother, friend, massage therapist, instructor,medical intuitive,Reiki Master,business owner/operator, active listener,& people watcher","https://t.co/CA1Ckx39MP",FALSE,213,699,7,504,702,1238505503,FALSE,"https://t.co/CA1Ckx39MP","http://noelspirithands.com","en","https://pbs.twimg.com/profile_banners/27866898/1411737269","http://abs.twimg.com/images/themes/theme4/bg.gif","http://pbs.twimg.com/profile_images/515489583518064640/pbg6ZQvb_normal.jpeg",38.90098104,-92.35318151,"Missouri"
"16264",277072396,1100806060422710016,1551287591,"AnaLevley","Sad days guys! I got the flu in OK City :(. I have to cancel my signing tonight in ABQ unfortunately. Love you all and hopefully I can reschedule or do something special for all of you… https://t.co/fF9PP30lal","Instagram",209,NA,NA,NA,FALSE,FALSE,0,0,NA,NA,"instagram.com/p/BuZKf7hBI8K/…","https://t.co/fF9PP30lal","https://www.instagram.com/p/BuZKf7hBI8K/?utm_source=ig_twitter_share&igshid=13572dgggqnpp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/9531d4e3bbafc09d.json","Oklahoma City","Oklahoma City, OK","city","United States","US","c(35.58484788, -97.64570356)","c(-97.64570356, 35.58484788)","c(-97.768683, -97.335639, -97.335639, -97.768683, 35.290722, 35.290722, 35.674965, 35.674965)","https://twitter.com/AnaLevley/status/1100806060422717440","Ana Levley","San Diego, CA","live. love. teach. learn- that is what I do :) Ⓥ 🐶 My first novel ""Beasts; Beginning of the End"" is published on Amazon, it is a #scifi #dystopian novel.","https://t.co/WRkFKOIaMO",FALSE,534,876,12,3961,2823,1301936304,FALSE,"https://t.co/WRkFKOIaMO","http://analevley.com/","en","https://pbs.twimg.com/profile_banners/277072396/1544569216","http://abs.twimg.com/images/themes/theme3/bg.gif","http://pbs.twimg.com/profile_images/1072587301535006721/VXJPqJke_normal.jpg",35.58484788,-97.64570356,"Oklahoma"
"16265",630806688,1100806045860060032,1551287587,"marina_ajahnae","I usually don’t post things like this but PLEASE pray for my friend @pho_uwu, she is on life support due to complications from the flu and is fighting for her life. She is one of the sweetest people I’ve ever known so please take a moment for her.","Twitter for iPhone",247,NA,NA,NA,FALSE,FALSE,16,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.01977E+18","pho_uwu","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/dd9c503d6c35364b.json","Pennsylvania","Pennsylvania, USA","admin","United States","US","c(NA, NA)","c(NA, NA)","c(-80.519851, -74.689517, -74.689517, -80.519851, 39.719801, 39.719801, 42.516072, 42.516072)","https://twitter.com/marina_ajahnae/status/1100806045860065280","Marina 🌻","Pennsylvania, USA","always on my bullshit | Lincoln U",NA,FALSE,900,756,5,36664,36058,1341802563,FALSE,NA,NA,"en","https://pbs.twimg.com/profile_banners/630806688/1547582576","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1085266095790010369/JvlINhCf_normal.jpg",41.1179365,-77.604684,"Pennsylvania"
"16268",299407860,1100805780352179968,1551287524,"mplunkitt22","Nothing worse than having the flu away from home and not being with your mom/dad 😭","Twitter for iPhone",82,NA,NA,NA,FALSE,FALSE,17,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/8a61588aff8b0577.json","Terre Haute","Terre Haute, IN","city","United States","US","c(NA, NA)","c(NA, NA)","c(-87.460551, -87.303557, -87.303557, -87.460551, 39.394564, 39.394564, 39.520714, 39.520714)","https://twitter.com/mplunkitt22/status/1100805780352180224","mckynzie plunkitt","Indianapolis, IN","#brodystrong 👼🏼 ISU | ΑΦ  sc: mplunkitt22",NA,FALSE,1178,865,2,10983,62870,1305509475,FALSE,NA,NA,"en","https://pbs.twimg.com/profile_banners/299407860/1479732864","http://abs.twimg.com/images/themes/theme17/bg.gif","http://pbs.twimg.com/profile_images/1100631682720378880/MkVsOWnf_normal.jpg",39.457639,-87.382054,"Indiana"
"16269",299407860,1100588397444409984,1551235696,"mplunkitt22","not only do me, sofi &amp; madyson ALL have the flu but instead of referring to it as “the flu” we keep calling it influenza like we’re important or something","Twitter for iPhone",158,NA,NA,NA,FALSE,FALSE,19,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/8a61588aff8b0577.json","Terre Haute","Terre Haute, IN","city","United States","US","c(NA, NA)","c(NA, NA)","c(-87.460551, -87.303557, -87.303557, -87.460551, 39.394564, 39.394564, 39.520714, 39.520714)","https://twitter.com/mplunkitt22/status/1100588397444415489","mckynzie plunkitt","Indianapolis, IN","#brodystrong 👼🏼 ISU | ΑΦ  sc: mplunkitt22",NA,FALSE,1178,865,2,10983,62870,1305509475,FALSE,NA,NA,"en","https://pbs.twimg.com/profile_banners/299407860/1479732864","http://abs.twimg.com/images/themes/theme17/bg.gif","http://pbs.twimg.com/profile_images/1100631682720378880/MkVsOWnf_normal.jpg",39.457639,-87.382054,"Indiana"
"16302",3509913379,1100803472755209984,1551286974,"loveeoclee","@bodybybaugus I got the flu for the first time this tome last year so you just might.. go get the medicine and you’ll feel better in like two days","Twitter for iPhone",132,1.10077e+18,257317585,"bodybybaugus",FALSE,FALSE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"257317585","bodybybaugus","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/00c6c3cd3e783197.json","Augusta","Augusta, GA","city","United States","US","c(NA, NA)","c(NA, NA)","c(-82.21201, -81.9143598, -81.9143598, -82.21201, 33.338854, 33.338854, 33.542581, 33.542581)","https://twitter.com/loveeoclee/status/1100803472755212298","Oclee","","#TXSTALUM true beauty comes from within✨  SC: loveeoclee",NA,FALSE,237,205,3,9147,32602,1441845628,FALSE,NA,NA,"en","https://pbs.twimg.com/profile_banners/3509913379/1483492084","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1076992810207903745/GfLeq2KT_normal.jpg",33.4407175,-82.0631849,"Georgia"
"16320",930898106358562048,1100802574461090048,1551286760,"MrsStarnes18","The flu &amp; a stomach bug , &amp; now hospital is admitting me 😭🤮","Twitter for iPhone",67,NA,NA,NA,FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/f6239157c15e0d1f.json","Monroe","Monroe, NC","city","United States","US","c(NA, NA)","c(NA, NA)","c(-80.648297, -80.477093, -80.477093, -80.648297, 34.944713, 34.944713, 35.061654, 35.061654)","https://twitter.com/MrsStarnes18/status/1100802574461095937","Lily Starnes","","Wife & Mom 🥰",NA,FALSE,63,245,0,4109,13275,1510778378,FALSE,NA,NA,"en","https://pbs.twimg.com/profile_banners/930898106358562816/1546829432",NA,"http://pbs.twimg.com/profile_images/1084887765546864641/MtmNwcqd_normal.jpg",35.0031835,-80.562695,"North Carolina"
"16342",78696113,1100800722285689984,1551286318,"truthfromduluth","@bubbaprog Last week I had HS kids in Vegas tell me they could die of frostbite and catch the flu just because it was cold and their bodies were adapted to heat not cold. It was 34°. Morons everywhere.","Twitter for Android",190,1.1008e+18,62103,"bubbaprog",FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62103","bubbaprog","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/009d3c3d41dbb00e.json","Enterprise","Enterprise, NV","city","United States","US","c(NA, NA)","c(NA, NA)","c(-115.316075, -115.152796, -115.152796, -115.316075, 35.9607531, 35.9607531, 36.0768564, 36.0768564)","https://twitter.com/truthfromduluth/status/1100800722285690880","Karl Kirkwood","Las Vegas, NV","Lake Superior Coastal Elite. Gum Etiquette Advocate. bc it matters: gbp, iu, wisc, fgcu, east greyhounds",NA,FALSE,233,717,9,50834,8683,1254341296,FALSE,NA,NA,"en","https://pbs.twimg.com/profile_banners/78696113/1359589302","http://abs.twimg.com/images/themes/theme15/bg.png","http://pbs.twimg.com/profile_images/1023661903187345408/-1Oqm6xf_normal.jpg",36.01880475,-115.2344355,"Nevada"
"16361",37551277,1100799591128199936,1551286049,"EllaRaeB","@BlairGilfillan Anytime I get the flu shot I get the flu so I’ve refused to get it for the last 4 years","Twitter for iPhone",87,1.1008e+18,176907323,"BlairGilfillan",FALSE,FALSE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"176907323","BlairGilfillan","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/005e3661711a29a9.json","Boynton Beach","Boynton Beach, FL","city","United States","US","c(NA, NA)","c(NA, NA)","c(-80.173447, -80.05236, -80.05236, -80.173447, 26.476484, 26.476484, 26.5904875, 26.5904875)","https://twitter.com/EllaRaeB/status/1100799591128203264","just ella","Delray Beach, FL","strong believer that all Ariana Grande stan accounts go to heaven","https://t.co/VjFE6iHx5n",FALSE,4733,344,14,28216,23791,1241398612,FALSE,"https://t.co/VjFE6iHx5n","http://bambitaughtme.tumblr.com","en","https://pbs.twimg.com/profile_banners/37551277/1540096494","http://abs.twimg.com/images/themes/theme3/bg.gif","http://pbs.twimg.com/profile_images/943968778932703232/3gJDGSn9_normal.jpg",26.53348575,-80.1129035,"Florida"
"16362",37551277,1100790919723469952,1551283981,"EllaRaeB","If I refuse to get the flu shot am I am anti-vaxxer? because I really fucking hope not","Twitter for iPhone",86,NA,NA,NA,FALSE,FALSE,28,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/005e3661711a29a9.json","Boynton Beach","Boynton Beach, FL","city","United States","US","c(NA, NA)","c(NA, NA)","c(-80.173447, -80.05236, -80.05236, -80.173447, 26.476484, 26.476484, 26.5904875, 26.5904875)","https://twitter.com/EllaRaeB/status/1100790919723470851","just ella","Delray Beach, FL","strong believer that all Ariana Grande stan accounts go to heaven","https://t.co/VjFE6iHx5n",FALSE,4733,344,14,28216,23791,1241398612,FALSE,"https://t.co/VjFE6iHx5n","http://bambitaughtme.tumblr.com","en","https://pbs.twimg.com/profile_banners/37551277/1540096494","http://abs.twimg.com/images/themes/theme3/bg.gif","http://pbs.twimg.com/profile_images/943968778932703232/3gJDGSn9_normal.jpg",26.53348575,-80.1129035,"Florida"
"16368",144684557,1100799280556649984,1551285975,"too5uave","People really going to class with the flu. 
Like baby whuttice you doing??
#southern_rys19","Twitter for iPhone",90,NA,NA,NA,FALSE,FALSE,3,0,"southern_rys19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/c7ef5f3368b68777.json","Baton Rouge","Baton Rouge, LA","city","United States","US","c(NA, NA)","c(NA, NA)","c(-91.218994, -90.962605, -90.962605, -91.218994, 30.354161, 30.354161, 30.5640391, 30.5640391)","https://twitter.com/too5uave/status/1100799280556650501","Ty 🔑","BR/Lafayette, LA","Creole | Southern U | Graphic Designer | Look Sharp. Live Smart",NA,FALSE,1298,1049,4,16385,9743,1274060059,FALSE,NA,NA,"en","https://pbs.twimg.com/profile_banners/144684557/1510081075","http://abs.twimg.com/images/themes/theme16/bg.gif","http://pbs.twimg.com/profile_images/1086052471418454018/H2YSa-Wi_normal.jpg",30.45910005,-91.0907995,"Louisiana"
"16377",713601957991160960,1100798764174889984,1551285851,"AFishel27","@336forLife @dtgoulet Stomach bug. 

Flu and/or sickness. 

Always something...","Twitter for iPhone",57,1.10076e+18,2178949458,"336forLife",FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""2178949458"", ""3131375637"")","c(""336forLife"", ""dtgoulet"")","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/1e0f71a61f1ac042.json","Kernersville","Kernersville, NC","city","United States","US","c(NA, NA)","c(NA, NA)","c(-80.1427666, -80.024666, -80.024666, -80.1427666, 36.035126, 36.035126, 36.190495, 36.190495)","https://twitter.com/AFishel27/status/1100798764174893056","AFishel","North Carolina, USA","Dad x 2. I am a Tar Heel. 🐏 🇺🇸 🦈 Cal/Ana/LA Angels. LA/StL/LA Rams. Ranking member of the KISS Army. ✝️ RIP - Pa, Con, Granny",NA,FALSE,545,151,10,26134,71396,1458970939,FALSE,NA,NA,"en","https://pbs.twimg.com/profile_banners/713601957991161856/1459034372","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1029933357956849665/1W2gm2_x_normal.jpg",36.1128105,-80.0837163,"North Carolina"
"16381",772890550743760000,1100798248791559936,1551285729,"awhheckitstay","if you have the flu please stay the fuck away from me","Twitter for iPhone",53,NA,NA,NA,FALSE,FALSE,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/ca0d320dd40f586b.json","Murray","Murray, KY","city","United States","US","c(NA, NA)","c(NA, NA)","c(-88.3613256, -88.2879729, -88.2879729, -88.3613256, 36.572627, 36.572627, 36.652072, 36.652072)","https://twitter.com/awhheckitstay/status/1100798248791564290","taylor 🌻","mky","and your eyes must do some raining if you’re ever going to grow✨ // MSU | ΣAI // @aceraced 💕",NA,FALSE,222,131,6,11159,5872,1473106441,FALSE,NA,NA,"en","https://pbs.twimg.com/profile_banners/772890550743760896/1550278103",NA,"http://pbs.twimg.com/profile_images/1090045474642579458/sd871En2_normal.jpg",36.6123495,-88.32464925,"Kentucky"
"16385",3015630268,1100798041211260032,1551285679,"_LykNoOtha","I got my first flu shot today I shoulda said fuck that shit cause I been doing just fine without it","Tweetlogix",99,NA,NA,NA,FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/394f027fe2674c28.json","Mayfield Heights","Mayfield Heights, OH","city","United States","US","c(41.520667, -81.433172)","c(-81.433172, 41.520667)","c(-81.474912, -81.43201, -81.43201, -81.474912, 41.500849, 41.500849, 41.533113, 41.533113)","https://twitter.com/_LykNoOtha/status/1100798041211260929","✨Trinbean✨","","Change is good~",NA,FALSE,436,176,7,46193,188,1423003928,FALSE,NA,NA,"en","https://pbs.twimg.com/profile_banners/3015630268/1423178053","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1056640358153629697/douOCscG_normal.jpg",41.520667,-81.433172,"Ohio"
"16386",359562992,1100797939021090048,1551285655,"Dannickaa","Wishing for warmer weather with KidK and for him to get over this flu ASAP
Poor little buddy, just can’t seem to get better soon enough 💚 #KidK @ Marott https://t.co/nHNLHwgHGS","Instagram",176,NA,NA,NA,FALSE,FALSE,0,0,"KidK",NA,"instagram.com/p/BuZGzqBHjUT/…","https://t.co/nHNLHwgHGS","https://www.instagram.com/p/BuZGzqBHjUT/?utm_source=ig_twitter_share&igshid=1nyav3egfucvq",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/018929347840059e.json","Indianapolis","Indianapolis, IN","city","United States","US","c(39.80500848, -86.1561799)","c(-86.1561799, 39.80500848)","c(-86.348441, -85.937404, -85.937404, -86.348441, 39.631677, 39.631677, 39.927448, 39.927448)","https://twitter.com/Dannickaa/status/1100797939021099009","Dani Lafayette","Indianapolis, IN","Elephants. Pizza. Music. Reader. Listener. Traveler. Vegetarian. Peruvian. Cosmetologist.",NA,FALSE,218,181,0,6426,1817,1313957413,FALSE,NA,NA,"en","https://pbs.twimg.com/profile_banners/359562992/1357779534","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/955877392584724480/Df8_b1JM_normal.jpg",39.80500848,-86.1561799,"Indiana"
"16387",126789861,1100797888798640000,1551285643,"xxitsheatherxx","My momma fought off the flu so now they can get back to just focusing on the pneumonia. I have one strong momma ❤️","Twitter for iPhone",114,NA,NA,NA,FALSE,FALSE,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/dd9c503d6c35364b.json","Pennsylvania","Pennsylvania, USA","admin","United States","US","c(NA, NA)","c(NA, NA)","c(-80.519851, -74.689517, -74.689517, -80.519851, 39.719801, 39.719801, 42.516072, 42.516072)","https://twitter.com/xxitsheatherxx/status/1100797888798646272","Heather Clements","","| 21🍻 | Gemini | 5.25.18 | 610 |","https://t.co/XRmwls39TQ",FALSE,986,406,4,36974,6625,1269651192,FALSE,"https://t.co/XRmwls39TQ","http://www.instagram.com/mue_heather","de","https://pbs.twimg.com/profile_banners/126789861/1526928928","http://abs.twimg.com/images/themes/theme14/bg.gif","http://pbs.twimg.com/profile_images/999862669300588545/vT-4alNk_normal.jpg",41.1179365,-77.604684,"Pennsylvania"
